,language
38335,English
38336,日本語
38337,日本語
38338,
38339,日本語
38340,日本語
38341,"Español, 日本語"
38342,日本語
38343,日本語
38344,日本語
38345,日本語
38346,日本語
38347,"Español, 日本語"
38348,日本語
38349,日本語
38350,日本語
38351,日本語
38352,日本語
38353,日本語
38354,日本語
38355,日本語
38356,"English, 日本語"
38357,English
38358,日本語
38359,日本語
38360,日本語
38361,日本語
38362,日本語
38363,日本語
38364,日本語
38365,日本語
38366,日本語
38367,"日本語, Español"
38368,"English, 日本語"
38369,日本語
38370,"日本語, English"
38371,日本語
38372,
38373,English
38374,日本語
38375,日本語
38376,日本語
38377,日本語
38378,
38379,English
38380,English
38381,English
38382,English
38383,Italiano
38384,
38385,Français
38386,
38387,
38388,English
38389,English
38390,
38391,
38392,English
38393,English
38394,普通话
38395,English
38396,English
38397,English
38398,Nederlands
38399,Français
38400,
38401,English
38402,
38403,English
38404,English
38405,Deutsch
38406,Français
38407,Français
38408,Français
38409,Français
38410,Français
38411,svenska
38412,ελληνικά
38413,English
38414,English
38415,
38416,English
38417,English
38418,English
38419,English
38420,English
38421,
38422,"Français, Deutsch, Pусский"
38423,
38424,
38425,English
38426,Deutsch
38427,普通话
38428,
38429,
38430,Español
38431,Français
38432,Français
38433,English
38434,"Türkçe, ελληνικά, Français"
38435,Pусский
38436,
38437,English
38438,普通话
38439,
38440,
38441,
38442,普通话
38443,English
38444,Français
38445,
38446,Deutsch
38447,Français
38448,普通话
38449,日本語
38450,"Deutsch, English"
38451,English
38452,English
38453,English
38454,普通话
38455,Português
38456,"euskera, Español"
38457,Italiano
38458,日本語
38459,Italiano
38460,Deutsch
38461,
38462,
38463,
38464,English
38465,"English, No Language"
38466,English
38467,
38468,Polski
38469,日本語
38470,
38471,English
38472,Español
38473,
38474,
38475,
38476,日本語
38477,English
38478,English
38479,"فارسی, Türkçe"
38480,English
38481,English
38482,
38483,Română
38484,Română
38485,"English, Français, Română"
38486,Română
38487,Română
38488,
38489,English
38490,
38491,普通话
38492,普通话
38493,
38494,English
38495,
38496,
38497,No Language
38498,English
38499,Tiếng Việt
38500,
38501,English
38502,Deutsch
38503,English
38504,Français
38505,Français
38506,日本語
38507,English
38508,
38509,
38510,English
38511,Français
38512,English
38513,"shqip, Dansk, English, Français, Español, svenska"
38514,English
38515,English
38516,English
38517,"Français, Pусский"
38518,"English, Français, Deutsch"
38519,Français
38520,Français
38521,Français
38522,Français
38523,Français
38524,Français
38525,Français
38526,English
38527,English
38528,English
38529,English
38530,English
38531,suomi
38532,Français
38533,"English, Português"
38534,English
38535,English
38536,Español
38537,"العربية, English, Italiano"
38538,
38539,Español
38540,Español
38541,Español
38542,"Deutsch, English"
38543,svenska
38544,Español
38545,Español
38546,"Français, Español"
38547,Español
38548,
38549,
38550,
38551,
38552,
38553,English
38554,
38555,
38556,
38557,日本語
38558,日本語
38559,Italiano
38560,
38561,English
38562,English
38563,English
38564,
38565,English
38566,English
38567,
38568,English
38569,
38570,English
38571,
38572,English
38573,
38574,
38575,
38576,English
38577,English
38578,
38579,"Deutsch, English"
38580,日本語
38581,English
38582,English
38583,Italiano
38584,svenska
38585,English
38586,"Italiano, English"
38587,Italiano
38588,English
38589,English
38590,English
38591,English
38592,English
38593,English
38594,English
38595,English
38596,English
38597,English
38598,English
38599,"English, پښتو"
38600,svenska
38601,English
38602,Pусский
38603,Nederlands
38604,English
38605,
38606,English
38607,English
38608,English
38609,English
38610,English
38611,
38612,
38613,Português
38614,English
38615,English
38616,English
38617,English
38618,
38619,English
38620,Français
38621,Español
38622,English
38623,English
38624,English
38625,English
38626,English
38627,English
38628,English
38629,English
38630,English
38631,English
38632,English
38633,English
38634,
38635,Pусский
38636,English
38637,English
38638,English
38639,English
38640,
38641,English
38642,English
38643,
38644,"日本語, 普通话"
38645,English
38646,English
38647,English
38648,English
38649,普通话
38650,普通话
38651,"English, 普通话"
38652,English
38653,"shqip, български език, Hrvatski, Italiano, Pусский"
38654,Srpski
38655,Srpski
38656,Srpski
38657,Srpski
38658,"English, Srpski"
38659,"Deutsch, Srpski"
38660,Srpski
38661,Srpski
38662,Srpski
38663,Srpski
38664,Srpski
38665,Bosanski
38666,English
38667,"English, Français"
38668,Srpski
38669,"Slovenščina, Hrvatski, Srpski"
38670,English
38671,Hrvatski
38672,Hrvatski
38673,"Bosanski, Hrvatski"
38674,Hrvatski
38675,"Hrvatski, Deutsch"
38676,Hrvatski
38677,Hrvatski
38678,Hrvatski
38679,Srpski
38680,Hrvatski
38681,Hrvatski
38682,Hrvatski
38683,Hrvatski
38684,Srpski
38685,Français
38686,Français
38687,Italiano
38688,
38689,"Español, English"
38690,
38691,
38692,English
38693,English
38694,English
38695,English
38696,
38697,English
38698,"Français, English"
38699,English
38700,English
38701,English
38702,
38703,
38704,
38705,
38706,
38707,
38708,
38709,euskera
38710,English
38711,English
38712,English
38713,Nederlands
38714,English
38715,
38716,English
38717,Deutsch
38718,"English, 日本語, 普通话, Pусский"
38719,"Magyar, Nederlands"
38720,English
38721,
38722,English
38723,English
38724,English
38725,English
38726,
38727,English
38728,English
38729,English
38730,
38731,English
38732,
38733,Deutsch
38734,English
38735,
38736,English
38737,English
38738,
38739,
38740,English
38741,English
38742,English
38743,日本語
38744,Magyar
38745,"Deutsch, Magyar"
38746,Magyar
38747,Magyar
38748,Deutsch
38749,
38750,English
38751,
38752,English
38753,
38754,English
38755,Français
38756,English
38757,"Italiano, English"
38758,"Italiano, English"
38759,English
38760,English
38761,English
38762,English
38763,Deutsch
38764,English
38765,English
38766,English
38767,English
38768,English
38769,English
38770,English
38771,English
38772,English
38773,English
38774,English
38775,English
38776,English
38777,English
38778,English
38779,English
38780,
38781,English
38782,English
38783,English
38784,English
38785,English
38786,English
38787,English
38788,English
38789,
38790,English
38791,English
38792,English
38793,English
38794,English
38795,Français
38796,English
38797,English
38798,English
38799,English
38800,English
38801,English
38802,English
38803,Pусский
38804,
38805,English
38806,English
38807,English
38808,"English, Deutsch"
38809,"English, Deutsch"
38810,English
38811,English
38812,English
38813,English
38814,English
38815,English
38816,English
38817,English
38818,Español
38819,English
38820,English
38821,"English, Português"
38822,Italiano
38823,"Esperanto, English"
38824,Italiano
38825,English
38826,"English, Deutsch, Română"
38827,"Français, Español"
38828,English
38829,ελληνικά
38830,English
38831,English
38832,"Español, English"
38833,English
38834,English
38835,English
38836,
38837,English
38838,日本語
38839,English
38840,"English, Deutsch"
38841,
38842,English
38843,日本語
38844,English
38845,English
38846,"ქართული, Pусский"
38847,"Pусский, ქართული"
38848,"فارسی, English, Français"
38849,Français
38850,English
38851,English
38852,"English, Pусский"
38853,English
38854,
38855,English
38856,English
38857,
38858,"English, Português"
38859,"日本語, Español"
38860,English
38861,
38862,日本語
38863,Pусский
38864,"English, Deutsch, Italiano, 日本語"
38865,"English, 普通话"
38866,English
38867,English
38868,English
38869,Français
38870,普通话
38871,普通话
38872,Español
38873,
38874,English
38875,"普通话, English"
38876,English
38877,"English, 普通话, 日本語"
38878,English
38879,English
38880,English
38881,Italiano
38882,English
38883,English
38884,English
38885,
38886,普通话
38887,日本語
38888,English
38889,English
38890,
38891,
38892,
38893,日本語
38894,
38895,
38896,English
38897,
38898,
38899,
38900,No Language
38901,No Language
38902,普通话
38903,English
38904,English
38905,English
38906,Pусский
38907,English
38908,English
38909,
38910,Dansk
38911,
38912,"Português, English"
38913,普通话
38914,English
38915,
38916,
38917,English
38918,"English, Français"
38919,English
38920,Español
38921,English
38922,English
38923,English
38924,"English, Français, Pусский"
38925,Deutsch
38926,"English, Deutsch"
38927,"Português, Español, English"
38928,
38929,
38930,"English, Polski"
38931,
38932,
38933,
38934,English
38935,
38936,English
38937,
38938,"English, svenska"
38939,"English, svenska"
38940,svenska
38941,svenska
38942,svenska
38943,"Italiano, svenska"
38944,"Deutsch, svenska, English"
38945,svenska
38946,svenska
38947,svenska
38948,svenska
38949,svenska
38950,svenska
38951,svenska
38952,svenska
38953,Íslenska
38954,"Deutsch, Íslenska"
38955,Íslenska
38956,
38957,Norsk
38958,"Norsk, English"
38959,English
38960,
38961,Norsk
38962,Norsk
38963,"svenska, Latin, Norsk"
38964,Norsk
38965,"Norsk, svenska"
38966,Norsk
38967,Norsk
38968,Norsk
38969,Norsk
38970,English
38971,Norsk
38972,Dansk
38973,Dansk
38974,Dansk
38975,"Dansk, svenska"
38976,Dansk
38977,Dansk
38978,Dansk
38979,Dansk
38980,Dansk
38981,Dansk
38982,Dansk
38983,
38984,English
38985,Español
38986,日本語
38987,日本語
38988,English
38989,
38990,English
38991,English
38992,
38993,
38994,English
38995,English
38996,English
38997,
38998,"English, Français, Português"
38999,Français
39000,English
39001,
39002,English
39003,English
39004,普通话
39005,Português
39006,English
39007,Română
39008,English
39009,English
39010,فارسی
39011,"Pусский, English"
39012,
39013,
39014,
39015,English
39016,English
39017,English
39018,
39019,Italiano
39020,
39021,Italiano
39022,Italiano
39023,Italiano
39024,Italiano
39025,"English, Italiano"
39026,Italiano
39027,"English, Deutsch, Italiano"
39028,
39029,Español
39030,Dansk
39031,English
39032,Dansk
39033,English
39034,English
39035,English
39036,Deutsch
39037,"English, Português"
39038,English
39039,English
39040,
39041,"English, Français"
39042,
39043,Español
39044,English
39045,English
39046,English
39047,English
39048,
39049,English
39050,English
39051,English
39052,English
39053,English
39054,
39055,svenska
39056,Český
39057,Español
39058,Português
39059,
39060,English
39061,English
39062,English
39063,English
39064,English
39065,Nederlands
39066,"English, Deutsch"
39067,日本語
39068,日本語
39069,日本語
39070,English
39071,English
39072,
39073,English
39074,English
39075,Français
39076,Deutsch
39077,日本語
39078,English
39079,Español
39080,
39081,English
39082,English
39083,English
39084,English
39085,
39086,English
39087,English
39088,English
39089,"Français, English"
39090,Français
39091,日本語
39092,English
39093,"English, Deutsch"
39094,Polski
39095,Italiano
39096,Français
39097,English
39098,English
39099,Español
39100,English
39101,English
39102,English
39103,Español
39104,English
39105,Français
39106,Pусский
39107,English
39108,English
39109,English
39110,English
39111,English
39112,English
39113,English
39114,English
39115,English
39116,English
39117,English
39118,
39119,Italiano
39120,English
39121,"English, Français"
39122,Pусский
39123,English
39124,Italiano
39125,English
39126,English
39127,English
39128,"English, 普通话"
39129,English
39130,普通话
39131,
39132,"English, Français"
39133,English
39134,English
39135,English
39136,
39137,"Deutsch, English"
39138,
39139,Français
39140,English
39141,English
39142,English
39143,"English, Pусский"
39144,English
39145,Français
39146,Türkçe
39147,日本語
39148,日本語
39149,Polski
39150,English
39151,Polski
39152,日本語
39153,
39154,English
39155,"English, Français"
39156,English
39157,Français
39158,English
39159,Deutsch
39160,English
39161,Italiano
39162,
39163,
39164,Italiano
39165,Italiano
39166,Italiano
39167,Italiano
39168,English
39169,Italiano
39170,
39171,Italiano
39172,English
39173,
39174,English
39175,"English, Pусский"
39176,"English, Deutsch, 普通话"
39177,
39178,English
39179,
39180,"English, svenska"
39181,普通话
39182,
39183,English
39184,English
39185,English
39186,English
39187,العربية
39188,English
39189,English
39190,فارسی
39191,English
39192,English
39193,"Bosanski, Hrvatski"
39194,日本語
39195,Dansk
39196,
39197,English
39198,English
39199,Español
39200,English
39201,English
39202,English
39203,English
39204,Español
39205,English
39206,English
39207,Français
39208,English
39209,Español
39210,English
39211,suomi
39212,suomi
39213,suomi
39214,"English, suomi"
39215,"Dansk, svenska"
39216,English
39217,
39218,English
39219,English
39220,English
39221,English
39222,English
39223,English
39224,Italiano
39225,English
39226,"Deutsch, Polski"
39227,Italiano
39228,English
39229,Français
39230,Français
39231,English
39232,English
39233,English
39234,English
39235,日本語
39236,Português
39237,Français
39238,
39239,
39240,English
39241,Español
39242,普通话
39243,English
39244,
39245,Français
39246,"Deutsch, Türkçe"
39247,English
39248,
39249,
39250,
39251,
39252,
39253,English
39254,"Hrvatski, Español"
39255,English
39256,English
39257,English
39258,"Italiano, English"
39259,English
39260,English
39261,
39262,English
39263,
39264,English
39265,English
39266,English
39267,English
39268,普通话
39269,English
39270,
39271,No Language
39272,
39273,English
39274,English
39275,English
39276,English
39277,English
39278,English
39279,English
39280,English
39281,Español
39282,English
39283,English
39284,English
39285,English
39286,English
39287,English
39288,
39289,日本語
39290,ภาษาไทย
39291,English
39292,English
39293,
39294,Português
39295,Español
39296,Português
39297,Português
39298,Português
39299,English
39300,Français
39301,
39302,English
39303,日本語
39304,English
39305,English
39306,
39307,"English, 日本語"
39308,English
39309,
39310,English
39311,English
39312,English
39313,
39314,
39315,English
39316,
39317,
39318,English
39319,
39320,
39321,
39322,English
39323,
39324,English
39325,
39326,
39327,English
39328,日本語
39329,English
39330,English
39331,English
39332,English
39333,"English, Français"
39334,
39335,English
39336,English
39337,"Dansk, svenska"
39338,日本語
39339,日本語
39340,Deutsch
39341,日本語
39342,English
39343,
39344,English
39345,English
39346,English
39347,English
39348,
39349,English
39350,
39351,"English, Français, Deutsch"
39352,English
39353,English
39354,English
39355,English
39356,English
39357,English
39358,English
39359,English
39360,English
39361,
39362,English
39363,English
39364,English
39365,English
39366,
39367,Français
39368,English
39369,English
39370,Français
39371,Italiano
39372,Italiano
39373,Italiano
39374,Italiano
39375,
39376,English
39377,English
39378,English
39379,English
39380,Français
39381,
39382,English
39383,Italiano
39384,Italiano
39385,Italiano
39386,Italiano
39387,Italiano
39388,
39389,English
39390,English
39391,"Deutsch, English"
39392,Italiano
39393,English
39394,"Français, English"
39395,العربية
39396,"Français, Deutsch"
39397,English
39398,English
39399,English
39400,
39401,English
39402,English
39403,Deutsch
39404,ภาษาไทย
39405,English
39406,English
39407,
39408,English
39409,
39410,English
39411,"Français, English, Bamanankan"
39412,
39413,English
39414,English
39415,Español
39416,English
39417,English
39418,English
39419,English
39420,English
39421,English
39422,English
39423,English
39424,English
39425,English
39426,English
39427,English
39428,English
39429,English
39430,"Français, English"
39431,普通话
39432,English
39433,English
39434,English
39435,普通话
39436,English
39437,
39438,English
39439,English
39440,"English, Bahasa melayu, 普通话"
39441,
39442,English
39443,Deutsch
39444,
39445,English
39446,English
39447,Hrvatski
39448,Español
39449,Español
39450,Español
39451,"English, 日本語"
39452,日本語
39453,English
39454,"English, Deutsch, 普通话"
39455,"普通话, English"
39456,English
39457,No Language
39458,日本語
39459,日本語
39460,English
39461,English
39462,English
39463,Español
39464,
39465,
39466,English
39467,English
39468,"Français, Polski, Pусский"
39469,Français
39470,English
39471,普通话
39472,Español
39473,English
39474,Français
39475,
39476,Français
39477,
39478,Português
39479,Español
39480,Español
39481,Español
39482,Español
39483,Español
39484,English
39485,English
39486,"English, Deutsch"
39487,
39488,English
39489,English
39490,English
39491,
39492,
39493,
39494,
39495,No Language
39496,
39497,English
39498,Français
39499,Français
39500,Français
39501,Pусский
39502,Français
39503,Deutsch
39504,English
39505,English
39506,English
39507,English
39508,English
39509,English
39510,English
39511,
39512,English
39513,English
39514,Português
39515,English
39516,English
39517,English
39518,Español
39519,English
39520,Français
39521,English
39522,Dansk
39523,
39524,Português
39525,
39526,Deutsch
39527,Deutsch
39528,English
39529,English
39530,English
39531,Français
39532,Français
39533,English
39534,English
39535,English
39536,
39537,English
39538,
39539,"Deutsch, Norsk"
39540,Español
39541,English
39542,
39543,Pусский
39544,Português
39545,
39546,Français
39547,
39548,
39549,
39550,English
39551,English
39552,No Language
39553,"Español, Português"
39554,Português
39555,English
39556,Português
39557,English
39558,日本語
39559,"English, Español"
39560,
39561,"shqip, العربية, English, Română"
39562,
39563,
39564,Deutsch
39565,Français
39566,English
39567,English
39568,English
39569,
39570,日本語
39571,English
39572,Pусский
39573,English
39574,English
39575,English
39576,English
39577,
39578,English
39579,English
39580,English
39581,English
39582,Español
39583,English
39584,English
39585,
39586,English
39587,English
39588,اردو
39589,Français
39590,Français
39591,
39592,English
39593,English
39594,
39595,Español
39596,English
39597,English
39598,English
39599,English
39600,English
39601,English
39602,Italiano
39603,English
39604,English
39605,
39606,English
39607,English
39608,"English, Türkçe"
39609,Deutsch
39610,English
39611,"Deutsch, Română"
39612,"Deutsch, Español"
39613,English
39614,"Español, Italiano"
39615,Română
39616,English
39617,"Français, Deutsch"
39618,English
39619,English
39620,English
39621,"Français, English"
39622,Pусский
39623,
39624,Español
39625,English
39626,English
39627,"Pусский, English"
39628,English
39629,English
39630,Français
39631,English
39632,English
39633,English
39634,Bosanski
39635,"العربية, Nederlands, Français"
39636,English
39637,
39638,English
39639,English
39640,English
39641,Français
39642,"Český, Deutsch"
39643,
39644,
39645,"Español, English"
39646,English
39647,English
39648,Français
39649,English
39650,English
39651,English
39652,Deutsch
39653,
39654,English
39655,Český
39656,"Español, English"
39657,English
39658,Deutsch
39659,Deutsch
39660,English
39661,"Deutsch, English"
39662,English
39663,
39664,English
39665,"English, Français, Italiano"
39666,
39667,English
39668,English
39669,English
39670,English
39671,English
39672,English
39673,English
39674,English
39675,Italiano
39676,English
39677,
39678,English
39679,English
39680,English
39681,English
39682,日本語
39683,"Pусский, English"
39684,English
39685,English
39686,English
39687,English
39688,"العربية, English, Deutsch, svenska"
39689,日本語
39690,日本語
39691,Français
39692,Pусский
39693,English
39694,Türkçe
39695,English
39696,Português
39697,
39698,Español
39699,Pусский
39700,
39701,English
39702,
39703,العربية
39704,English
39705,"Nederlands, English"
39706,
39707,English
39708,"Deutsch, English, ελληνικά"
39709,"English, Український"
39710,"English, Italiano"
39711,"shqip, Deutsch, Italiano, Srpski"
39712,
39713,
39714,English
39715,English
39716,"普通话, ภาษาไทย"
39717,English
39718,Español
39719,English
39720,English
39721,ελληνικά
39722,English
39723,
39724,English
39725,English
39726,"Français, Italiano"
39727,العربية
39728,
39729,"English, Français, ภาษาไทย"
39730,English
39731,Español
39732,
39733,
39734,
39735,English
39736,Polski
39737,"English, Français"
39738,
39739,"English, Français, Deutsch, ภาษาไทย"
39740,Español
39741,
39742,Français
39743,
39744,"Français, Deutsch"
39745,English
39746,
39747,
39748,
39749,Norsk
39750,English
39751,English
39752,English
39753,
39754,
39755,
39756,English
39757,
39758,English
39759,
39760,
39761,
39762,
39763,English
39764,English
39765,
39766,
39767,"Português, English"
39768,English
39769,English
39770,English
39771,English
39772,"Deutsch, English"
39773,"English, Deutsch"
39774,English
39775,English
39776,"English, 普通话"
39777,English
39778,English
39779,English
39780,普通话
39781,English
39782,English
39783,"English, Français"
39784,English
39785,English
39786,English
39787,"English, Srpski"
39788,English
39789,
39790,Nederlands
39791,
39792,English
39793,English
39794,English
39795,English
39796,English
39797,
39798,"日本語, Español, English"
39799,English
39800,English
39801,English
39802,English
39803,日本語
39804,日本語
39805,
39806,English
39807,English
39808,English
39809,"Český, Deutsch, English"
39810,"English, Español"
39811,English
39812,"English, Français, 普通话, Pусский"
39813,"English, Français"
39814,Français
39815,English
39816,日本語
39817,English
39818,English
39819,
39820,Français
39821,English
39822,Polski
39823,ελληνικά
39824,Srpski
39825,English
39826,English
39827,English
39828,日本語
39829,English
39830,
39831,Français
39832,English
39833,English
39834,
39835,"English, Eesti"
39836,Eesti
39837,Deutsch
39838,English
39839,
39840,English
39841,svenska
39842,
39843,svenska
39844,svenska
39845,svenska
39846,svenska
39847,svenska
39848,"svenska, English"
39849,svenska
39850,svenska
39851,svenska
39852,svenska
39853,svenska
39854,svenska
39855,English
39856,English
39857,English
39858,Italiano
39859,Italiano
39860,Italiano
39861,
39862,
39863,English
39864,English
39865,English
39866,English
39867,English
39868,English
39869,English
39870,English
39871,Eesti
39872,Español
39873,Italiano
39874,English
39875,English
39876,English
39877,English
39878,English
39879,English
39880,English
39881,
39882,English
39883,English
39884,English
39885,English
39886,
39887,
39888,English
39889,"shqip, Italiano"
39890,English
39891,English
39892,"English, Français, Español"
39893,Italiano
39894,English
39895,Français
39896,"Dansk, svenska, English"
39897,"Deutsch, Norsk"
39898,English
39899,English
39900,English
39901,
39902,"Dansk, Français"
39903,Pусский
39904,English
39905,svenska
39906,English
39907,English
39908,"English, Deutsch"
39909,"Nederlands, English"
39910,English
39911,English
39912,English
39913,English
39914,"English, Slovenščina"
39915,English
39916,"Český, Polski"
39917,
39918,English
39919,English
39920,English
39921,English
39922,English
39923,English
39924,Nederlands
39925,
39926,Eesti
39927,English
39928,English
39929,"Deutsch, Magyar"
39930,English
39931,English
39932,English
39933,English
39934,"Dansk, English"
39935,Türkçe
39936,English
39937,"English, العربية, Français"
39938,Dansk
39939,
39940,
39941,"български език, English"
39942,English
39943,"English, Français, Português"
39944,Français
39945,普通话
39946,"English, 日本語, Bahasa melayu, 普通话, ภาษาไทย"
39947,English
39948,English
39949,English
39950,English
39951,English
39952,English
39953,English
39954,English
39955,
39956,English
39957,
39958,English
39959,English
39960,
39961,
39962,"English, Pусский"
39963,Deutsch
39964,English
39965,English
39966,English
39967,English
39968,
39969,English
39970,English
39971,English
39972,English
39973,English
39974,"English, 普通话"
39975,
39976,No Language
39977,English
39978,
39979,
39980,
39981,Deutsch
39982,English
39983,English
39984,普通话
39985,Dansk
39986,
39987,English
39988,Français
39989,English
39990,English
39991,
39992,
39993,English
39994,English
39995,العربية
39996,English
39997,
39998,English
39999,English
40000,
40001,English
40002,
40003,"English, Français, Deutsch"
40004,English
40005,Magyar
40006,English
40007,日本語
40008,English
40009,Français
40010,"English, Español"
40011,English
40012,English
40013,
40014,
40015,
40016,English
40017,English
40018,English
40019,English
40020,English
40021,Español
40022,English
40023,English
40024,"English, Magyar"
40025,
40026,English
40027,English
40028,English
40029,English
40030,English
40031,suomi
40032,
40033,English
40034,
40035,English
40036,English
40037,فارسی
40038,English
40039,Français
40040,English
40041,English
40042,English
40043,English
40044,English
40045,English
40046,English
40047,"Español, English"
40048,"Português, English, Magyar"
40049,English
40050,English
40051,English
40052,Français
40053,"English, Français"
40054,English
40055,Français
40056,
40057,English
40058,Español
40059,普通话
40060,
40061,English
40062,Bahasa indonesia
40063,
40064,
40065,Bahasa indonesia
40066,Bahasa indonesia
40067,
40068,English
40069,"普通话, ภาษาไทย"
40070,
40071,
40072,English
40073,English
40074,
40075,
40076,
40077,"普通话, ภาษาไทย"
40078,
40079,Bahasa indonesia
40080,English
40081,Español
40082,"日本語, 普通话"
40083,English
40084,English
40085,English
40086,
40087,English
40088,English
40089,English
40090,日本語
40091,
40092,Nederlands
40093,Français
40094,English
40095,English
40096,English
40097,"Français, English, Dansk"
40098,English
40099,English
40100,
40101,
40102,English
40103,Italiano
40104,English
40105,English
40106,Italiano
40107,
40108,English
40109,Español
40110,"English, Français"
40111,
40112,
40113,English
40114,"Nederlands, English, Italiano, Español"
40115,English
40116,
40117,English
40118,
40119,English
40120,English
40121,
40122,Français
40123,English
40124,Español
40125,ελληνικά
40126,ελληνικά
40127,Dansk
40128,ελληνικά
40129,ελληνικά
40130,Italiano
40131,"Dansk, Norsk"
40132,English
40133,English
40134,العربية
40135,
40136,"العربية, Français, Türkçe"
40137,English
40138,
40139,English
40140,English
40141,English
40142,English
40143,"Français, English"
40144,English
40145,Italiano
40146,"العربية, Français"
40147,"العربية, Français"
40148,"العربية, Français"
40149,
40150,
40151,English
40152,Český
40153,Français
40154,Deutsch
40155,English
40156,Český
40157,
40158,
40159,English
40160,
40161,
40162,English
40163,Italiano
40164,
40165,English
40166,
40167,English
40168,Italiano
40169,Italiano
40170,
40171,Italiano
40172,Italiano
40173,Italiano
40174,
40175,Italiano
40176,Italiano
40177,Italiano
40178,
40179,Italiano
40180,
40181,English
40182,Polski
40183,svenska
40184,svenska
40185,svenska
40186,svenska
40187,svenska
40188,"svenska, Dansk"
40189,svenska
40190,"Dansk, English, Latviešu, svenska"
40191,
40192,svenska
40193,svenska
40194,English
40195,svenska
40196,English
40197,English
40198,"English, Somali"
40199,
40200,日本語
40201,日本語
40202,日本語
40203,日本語
40204,日本語
40205,日本語
40206,日本語
40207,日本語
40208,Français
40209,Français
40210,日本語
40211,日本語
40212,suomi
40213,English
40214,English
40215,
40216,Pусский
40217,English
40218,English
40219,"English, Español"
40220,English
40221,
40222,فارسی
40223,
40224,English
40225,"Deutsch, English"
40226,
40227,
40228,English
40229,Italiano
40230,Deutsch
40231,"English, Français"
40232,English
40233,English
40234,English
40235,
40236,euskera
40237,
40238,English
40239,"Nederlands, Deutsch"
40240,English
40241,"Italiano, Deutsch, English, 日本語"
40242,
40243,Pусский
40244,English
40245,English
40246,"English, Français, Español"
40247,English
40248,English
40249,Pусский
40250,
40251,"English, Español"
40252,English
40253,"English, 日本語"
40254,Español
40255,
40256,日本語
40257,Español
40258,Italiano
40259,Pусский
40260,English
40261,English
40262,Český
40263,"English, suomi"
40264,"Français, English"
40265,Français
40266,Español
40267,English
40268,日本語
40269,Español
40270,Português
40271,English
40272,普通话
40273,No Language
40274,English
40275,Pусский
40276,English
40277,English
40278,English
40279,English
40280,"English, Español"
40281,English
40282,"English, Español"
40283,
40284,English
40285,English
40286,English
40287,English
40288,
40289,English
40290,
40291,English
40292,English
40293,English
40294,
40295,English
40296,English
40297,English
40298,Português
40299,
40300,English
40301,English
40302,English
40303,
40304,
40305,Français
40306,العربية
40307,Hrvatski
40308,"English, Deutsch, 日本語"
40309,English
40310,
40311,English
40312,Italiano
40313,English
40314,English
40315,English
40316,English
40317,English
40318,English
40319,English
40320,
40321,English
40322,English
40323,English
40324,English
40325,English
40326,English
40327,Français
40328,Français
40329,Pусский
40330,"English, Français"
40331,English
40332,فارسی
40333,English
40334,English
40335,English
40336,
40337,English
40338,
40339,
40340,No Language
40341,English
40342,
40343,Italiano
40344,Italiano
40345,Italiano
40346,Français
40347,Italiano
40348,"English, Español"
40349,Italiano
40350,Français
40351,Italiano
40352,
40353,Italiano
40354,Italiano
40355,
40356,
40357,
40358,
40359,
40360,"Deutsch, English, Polski"
40361,
40362,English
40363,English
40364,
40365,"Italiano, Français, Nederlands"
40366,English
40367,English
40368,"Français, English, Pусский"
40369,
40370,
40371,
40372,
40373,English
40374,English
40375,
40376,
40377,普通话
40378,English
40379,ελληνικά
40380,English
40381,"English, suomi"
40382,Português
40383,English
40384,English
40385,English
40386,English
40387,English
40388,English
40389,English
40390,English
40391,English
40392,English
40393,Pусский
40394,suomi
40395,Français
40396,"euskera, English, Deutsch"
40397,English
40398,English
40399,English
40400,"shqip, English"
40401,"svenska, English"
40402,Deutsch
40403,English
40404,
40405,"Français, English"
40406,English
40407,English
40408,"Pусский, English, ქართული"
40409,"English, Français"
40410,English
40411,English
40412,English
40413,English
40414,English
40415,
40416,
40417,English
40418,English
40419,English
40420,English
40421,
40422,"English, Italiano, Español"
40423,English
40424,English
40425,English
40426,English
40427,English
40428,English
40429,
40430,English
40431,
40432,"日本語, English"
40433,Español
40434,English
40435,English
40436,
40437,
40438,Português
40439,English
40440,English
40441,English
40442,
40443,日本語
40444,日本語
40445,日本語
40446,
40447,English
40448,English
40449,Português
40450,English
40451,日本語
40452,Português
40453,"English, Pусский"
40454,日本語
40455,
40456,Türkçe
40457,普通话
40458,Türkçe
40459,English
40460,English
40461,Pусский
40462,Pусский
40463,Français
40464,"English, Deutsch"
40465,"English, Hrvatski"
40466,English
40467,English
40468,English
40469,English
40470,Español
40471,English
40472,"No Language, English"
40473,English
40474,"English, No Language"
40475,Italiano
40476,English
40477,English
40478,Español
40479,Español
40480,
40481,English
40482,English
40483,"العربية, English"
40484,Bahasa indonesia
40485,English
40486,English
40487,Deutsch
40488,English
40489,"Magyar, English"
40490,Español
40491,English
40492,English
40493,English
40494,"Deutsch, Español"
40495,English
40496,English
40497,English
40498,English
40499,Deutsch
40500,日本語
40501,Français
40502,"English, 日本語"
40503,"suomi, svenska"
40504,Italiano
40505,Português
40506,
40507,Português
40508,Pусский
40509,
40510,English
40511,English
40512,suomi
40513,English
40514,"English, Español"
40515,English
40516,"English, Français, Italiano, Español"
40517,"Français, Português"
40518,"English, Nederlands"
40519,English
40520,"English, ภาษาไทย"
40521,Dansk
