,release_date
33496,2015-04-29
33497,1950-10-02
33498,1963-12-04
33499,2002-04-17
33500,1975-02-05
33501,1988-11-30
33502,2000-07-21
33503,1969-02-07
33504,1968-02-17
33505,1970-03-12
33506,1966-09-16
33507,2013-12-11
33508,2014-04-12
33509,2002-09-07
33510,1919-01-01
33511,1979-08-12
33512,1963-11-01
33513,2015-09-13
33514,2001-06-28
33515,1997-01-23
33516,2013-01-27
33517,2014-04-27
33518,2015-08-05
33519,1997-04-03
33520,2010-05-01
33521,1958-07-07
33522,2012-05-09
33523,2012-05-17
33524,1916-11-02
33525,1917-10-14
33526,1988-03-06
33527,1970-01-01
33528,1973-01-01
33529,1975-01-01
33530,1987-01-01
33531,1976-05-18
33532,2012-01-12
33533,1981-09-05
33534,2014-04-25
33535,2004-01-01
33536,2015-10-22
33537,2008-06-28
33538,2005-09-01
33539,2009-06-17
33540,2015-10-01
33541,2015-04-16
33542,2001-08-10
33543,2004-01-29
33544,2000-06-09
33545,1958-03-29
33546,1959-01-01
33547,1975-01-01
33548,1976-10-21
33549,1970-06-02
33550,1959-11-12
33551,1960-03-04
33552,1961-06-13
33553,1966-05-30
33554,1973-03-08
33555,1977-01-01
33556,1979-01-01
33557,1984-08-22
33558,1985-08-14
33559,1987-01-01
33560,1969-11-28
33561,1970-12-22
33562,1971-12-15
33563,1967-09-20
33564,1955-12-22
33565,1957-12-30
33566,1960-01-01
33567,1960-11-24
33568,1962-01-01
33569,1963-05-30
33570,1963-10-26
33571,1928-01-25
33572,1971-09-09
33573,1968-10-10
33574,2000-07-15
33575,2015-04-23
33576,1985-11-01
33577,2016-02-05
33578,1997-08-26
33579,2004-04-18
33580,2008-02-08
33581,2010-07-20
33582,2010-05-05
33583,2009-06-05
33584,2006-01-01
33585,2001-06-15
33586,2011-06-06
33587,2010-11-06
33588,2015-08-21
33589,2014-09-19
33590,2014-03-08
33591,2015-08-25
33592,2015-04-11
33593,2015-03-15
33594,2015-09-09
33595,2013-05-09
33596,1973-02-08
33597,2012-10-26
33598,2007-04-05
33599,1963-12-31
33600,2013-09-12
33601,1993-01-09
33602,2000-01-09
33603,1966-08-01
33604,1957-10-01
33605,1973-10-10
33606,2009-09-24
33607,1996-01-01
33608,1933-04-29
33609,2015-10-08
33610,2013-11-22
33611,2011-11-03
33612,1974-07-13
33613,1993-01-01
33614,2008-10-26
33615,1965-07-09
33616,2006-10-26
33617,1992-03-22
33618,1937-02-25
33619,2002-01-01
33620,2008-06-01
33621,1998-01-01
33622,1919-10-11
33623,2003-07-15
33624,1980-09-27
33625,2012-02-14
33626,1999-05-26
33627,2007-05-10
33628,1984-01-09
33629,2015-11-03
33630,2015-04-29
33631,2015-04-16
33632,2015-04-15
33633,2015-10-09
33634,2015-08-07
33635,2014-02-21
33636,2015-10-06
33637,2015-08-01
33638,2015-06-12
33639,2000-04-25
33640,1972-05-22
33641,1983-09-09
33642,1969-05-29
33643,1968-03-29
33644,1967-03-10
33645,1964-04-22
33646,2007-10-07
33647,1954-09-15
33648,1951-01-01
33649,2015-09-14
33650,1975-08-01
33651,2014-09-28
33652,2008-04-17
33653,1958-10-28
33654,1957-10-01
33655,2014-10-18
33656,2012-06-01
33657,2015-09-16
33658,2015-03-25
33659,2014-01-19
33660,2015-01-01
33661,1974-10-01
33662,1974-05-01
33663,1982-05-21
33664,1978-01-01
33665,2007-03-26
33666,2012-11-09
33667,2015-11-20
33668,2000-01-01
33669,2015-03-06
33670,2012-12-12
33671,2014-04-29
33672,2015-06-18
33673,2015-10-13
33674,2011-01-01
33675,1984-10-01
33676,1961-12-31
33677,2008-09-08
33678,2015-10-16
33679,2015-09-18
33680,2002-01-25
33681,2015-10-07
33682,2015-05-13
33683,2009-04-01
33684,2014-04-27
33685,2006-01-01
33686,2015-10-09
33687,2013-10-02
33688,2010-01-01
33689,2013-12-05
33690,2015-12-31
33691,2014-01-04
33692,2013-04-16
33693,2011-09-29
33694,1963-05-30
33695,1959-11-24
33696,1958-06-25
33697,1958-05-09
33698,1957-08-01
33699,1961-02-09
33700,2013-10-02
33701,2009-07-31
33702,2009-06-11
33703,2006-09-28
33704,2014-11-26
33705,2015-08-19
33706,2014-12-24
33707,2015-03-27
33708,2014-10-07
33709,2014-09-04
33710,2014-08-01
33711,2014-04-30
33712,2014-08-07
33713,2000-01-01
33714,2008-04-25
33715,2010-09-16
33716,2009-10-09
33717,2014-08-19
33718,2007-03-16
33719,2005-01-27
33720,2006-07-06
33721,2007-03-28
33722,2014-06-17
33723,2010-11-12
33724,2014-01-02
33725,2013-11-05
33726,2012-08-16
33727,2011-01-27
33728,2007-06-21
33729,2008-11-27
33730,2011-05-09
33731,2005-09-29
33732,2004-01-01
33733,2005-01-01
33734,2011-05-04
33735,2005-11-11
33736,2008-01-31
33737,2006-07-13
33738,2009-07-03
33739,2009-11-22
33740,2008-03-20
33741,2010-05-20
33742,2012-05-26
33743,2006-01-19
33744,2011-09-29
33745,2010-09-12
33746,2006-10-19
33747,2012-07-17
33748,2012-12-25
33749,2009-12-10
33750,2013-09-13
33751,2013-09-24
33752,2011-04-28
33753,2012-07-31
33754,2014-02-07
33755,2010-10-28
33756,2008-02-28
33757,2004-08-12
33758,2010-06-30
33759,2013-11-29
33760,2009-09-24
33761,2013-03-06
33762,2013-11-28
33763,2007-02-01
33764,2014-04-30
33765,2008-11-10
33766,2009-11-20
33767,2008-11-28
33768,2007-06-01
33769,2009-08-13
33770,2011-04-01
33771,2009-10-08
33772,2007-01-01
33773,2013-10-09
33774,2005-11-10
33775,2014-06-11
33776,2013-04-10
33777,2008-01-01
33778,2013-12-12
33779,1991-07-04
33780,2009-03-04
33781,2007-11-14
33782,2008-01-01
33783,2009-01-01
33784,2009-08-28
33785,2014-07-23
33786,2013-01-16
33787,2009-10-01
33788,2005-03-31
33789,2011-08-31
33790,2004-08-05
33791,2005-03-31
33792,2012-08-14
33793,2012-07-05
33794,2009-02-16
33795,2010-10-14
33796,2017-01-01
33797,2009-09-17
33798,2003-01-01
33799,2015-09-28
33800,2005-05-30
33801,2013-09-21
33802,2014-04-12
33803,2013-11-22
33804,1918-03-10
33805,2013-08-29
33806,2014-11-04
33807,2015-10-02
33808,2006-02-16
33809,1996-01-01
33810,2009-08-20
33811,2011-07-07
33812,2012-08-14
33813,2014-07-03
33814,2006-11-19
33815,2008-10-28
33816,2010-11-10
33817,2008-08-06
33818,2011-09-29
33819,2009-09-19
33820,2008-12-05
33821,2014-04-10
33822,2004-06-17
33823,2011-07-21
33824,2013-02-09
33825,2005-04-26
33826,2012-03-15
33827,2003-12-05
33828,2013-05-16
33829,2004-08-06
33830,2011-08-05
33831,2009-07-23
33832,2013-07-03
33833,2005-05-04
33834,2001-10-12
33835,2012-11-08
33836,2002-11-05
33837,2011-10-20
33838,2013-03-16
33839,2013-04-03
33840,2006-01-01
33841,2012-02-16
33842,2011-05-05
33843,2006-01-01
33844,2012-03-08
33845,2011-03-17
33846,2008-01-01
33847,2008-01-10
33848,2010-01-21
33849,2010-07-01
33850,2013-06-27
33851,2009-02-19
33852,2012-05-30
33853,2010-06-04
33854,2005-02-05
33855,2012-06-21
33856,2013-06-05
33857,2005-01-01
33858,2009-07-09
33859,2010-02-18
33860,2013-10-30
33861,2011-08-18
33862,2014-05-30
33863,2009-01-20
33864,2008-07-31
33865,2010-01-07
33866,2012-07-12
33867,2005-06-14
33868,2001-12-27
33869,2000-05-27
33870,2004-01-30
33871,2013-07-04
33872,2015-10-16
33873,2014-01-20
33874,2015-10-16
33875,2015-08-05
33876,2015-10-14
33877,2015-06-24
33878,2015-05-29
33879,2015-10-20
33880,2015-12-11
33881,2016-03-11
33882,2014-01-17
33883,2014-01-24
33884,2006-10-19
33885,2015-03-12
33886,2015-10-10
33887,2015-10-16
33888,1947-05-09
33889,2013-11-22
33890,2015-03-16
33891,2016-04-28
33892,2014-10-20
33893,2013-07-09
33894,2013-03-21
33895,1940-07-25
33896,2014-07-19
33897,2010-01-01
33898,1993-06-28
33899,2011-02-10
33900,2013-05-09
33901,2012-09-10
33902,2012-11-01
33903,1916-05-15
33904,2015-04-10
33905,1975-01-01
33906,2015-01-04
33907,1916-07-10
33908,1989-01-01
33909,1916-09-04
33910,1916-10-02
33911,2015-09-12
33912,2015-06-05
33913,2013-09-20
33914,2009-02-18
33915,2011-01-01
33916,2015-01-09
33917,2009-01-01
33918,2015-08-12
33919,2015-09-11
33920,2015-10-22
33921,1978-01-01
33922,2005-09-11
33923,2003-02-14
33924,1989-09-15
33925,1958-05-01
33926,2015-10-30
33927,2015-10-15
33928,2015-06-02
33929,1939-10-16
33930,2008-10-27
33931,2015-03-31
33932,2015-10-02
33933,2006-01-21
33934,2015-09-01
33935,2015-10-19
33936,2015-08-21
33937,2015-04-08
33938,2015-08-01
33939,2015-10-16
33940,2015-10-20
33941,2005-09-03
33942,1947-09-27
33943,2015-04-28
33944,2011-11-30
33945,2015-03-16
33946,2015-01-22
33947,2009-11-20
33948,1937-04-09
33949,1969-12-31
33950,1952-05-24
33951,1950-03-19
33952,1948-09-13
33953,1948-05-19
33954,1944-11-16
33955,1933-10-26
33956,1936-08-24
33957,1951-10-26
33958,2014-01-19
33959,1977-11-24
33960,1980-01-01
33961,1943-08-01
33962,1945-06-09
33963,1969-09-22
33964,1970-01-03
33965,1972-12-22
33966,1975-10-11
33967,1978-05-25
33968,1984-02-23
33969,2015-10-17
33970,1973-11-27
33971,1951-02-22
33972,1959-05-01
33973,2015-02-20
33974,2001-08-17
33975,2011-10-12
33976,2005-12-04
33977,2012-05-25
33978,2009-05-20
33979,2009-08-18
33980,1961-09-07
33981,1957-10-09
33982,2009-04-04
33983,2013-05-10
33984,2003-09-25
33985,2013-09-06
33986,1984-03-28
33987,2005-05-13
33988,2014-09-30
33989,1999-08-27
33990,2006-03-16
33991,2010-01-18
33992,1953-08-26
33993,2015-10-14
33994,2015-05-21
33995,2006-09-21
33996,2015-10-16
33997,2012-08-16
33998,1968-01-01
33999,1999-09-01
34000,2015-10-23
34001,2015-10-21
34002,2015-10-16
34003,2011-04-21
34004,2008-02-26
34005,2010-11-12
34006,2006-04-26
34007,1979-12-09
34008,1974-02-23
34009,1975-03-03
34010,1974-12-16
34011,1975-01-01
34012,1984-12-31
34013,1969-01-01
34014,2015-08-21
34015,2014-11-08
34016,2014-09-12
34017,2015-10-22
34018,2015-08-06
34019,2015-09-09
34020,2015-09-30
34021,2014-03-08
34022,2003-02-08
34023,2014-06-16
34024,2006-01-01
34025,2011-05-07
34026,2010-05-29
34027,2011-12-25
34028,2010-01-29
34029,2014-02-11
34030,2013-08-22
34031,2013-03-28
34032,2005-04-16
34033,2015-10-14
34034,2015-10-17
34035,2016-02-26
34036,2006-12-02
34037,1983-05-29
34038,2001-04-12
34039,2015-10-23
34040,2014-12-12
34041,2014-08-06
34042,2015-10-16
34043,1997-03-23
34044,2003-12-06
34045,2015-10-01
34046,2015-10-07
34047,2001-04-22
34048,1986-03-16
34049,2009-03-15
34050,2014-10-02
34051,1982-01-02
34052,1989-10-31
34053,1947-01-01
34054,2008-09-07
34055,1998-06-22
34056,2015-04-25
34057,1996-11-29
34058,2014-03-07
34059,2011-03-11
34060,2009-01-01
34061,2011-11-11
34062,2013-10-25
34063,2013-02-21
34064,2015-10-01
34065,2015-08-31
34066,2002-05-17
34067,2002-07-30
34068,2015-10-01
34069,2004-02-12
34070,2007-10-11
34071,2007-05-11
34072,2001-08-08
34073,1937-12-24
34074,1934-04-14
34075,1934-05-19
34076,1933-04-08
34077,1932-12-17
34078,1932-11-19
34079,1932-07-30
34080,1931-12-09
34081,1936-04-18
34082,1937-05-15
34083,1937-02-06
34084,1936-07-25
34085,1936-05-30
34086,1936-01-04
34087,1935-10-26
34088,1935-08-31
34089,1935-06-28
34090,1934-07-14
34091,1933-01-21
34092,1933-01-07
34093,2008-11-08
34094,1953-06-24
34095,2004-04-14
34096,2010-01-01
34097,2008-01-01
34098,1970-10-21
34099,1970-06-07
34100,2012-06-08
34101,2014-04-29
34102,2012-02-03
34103,2011-01-01
34104,1949-10-14
34105,1995-11-28
34106,1984-01-01
34107,2010-06-04
34108,2014-09-18
34109,2000-09-21
34110,2015-04-17
34111,1996-12-30
34112,1991-11-08
34113,1970-11-26
34114,2009-01-11
34115,2015-10-23
34116,1928-03-20
34117,2006-11-08
34118,1944-01-01
34119,1966-01-26
34120,2014-10-03
34121,2015-11-05
34122,1964-01-15
34123,2009-07-21
34124,1987-05-14
34125,1979-03-23
34126,2014-10-04
34127,2014-10-05
34128,2012-10-09
34129,2001-08-13
34130,2014-10-02
34131,2015-10-27
34132,2012-05-04
34133,1957-04-05
34134,1961-12-07
34135,1972-04-15
34136,1975-04-02
34137,1966-05-30
34138,1966-03-18
34139,1964-10-24
34140,1969-04-13
34141,2015-10-27
34142,1964-04-10
34143,1967-05-18
34144,1968-08-04
34145,1971-04-08
34146,1971-09-23
34147,1972-08-30
34148,1973-01-18
34149,1973-05-03
34150,1974-04-27
34151,1974-08-14
34152,1983-08-13
34153,2013-10-29
34154,1983-07-04
34155,1979-07-11
34156,1978-05-12
34157,1964-09-03
34158,2005-01-01
34159,1998-02-06
34160,2000-05-18
34161,2003-01-24
34162,2012-10-19
34163,2001-03-22
34164,2015-04-17
34165,2014-05-23
34166,2014-04-30
34167,2012-10-30
34168,2009-08-14
34169,2001-09-02
34170,2015-09-16
34171,2013-02-22
34172,2007-04-28
34173,2010-08-21
34174,2012-09-29
34175,1962-05-04
34176,1962-08-16
34177,1963-02-28
34178,1966-08-10
34179,1972-03-16
34180,1986-08-14
34181,1987-11-09
34182,1988-01-01
34183,1984-01-01
34184,1988-01-01
34185,1977-08-10
34186,1978-04-20
34187,1990-10-01
34188,2014-09-07
34189,2014-06-14
34190,1970-09-29
34191,2014-09-25
34192,2005-01-01
34193,2015-02-06
34194,1954-07-02
34195,1961-10-31
34196,1962-04-11
34197,1969-07-04
34198,1948-01-21
34199,1967-04-29
34200,1964-11-26
34201,1958-09-04
34202,1961-01-01
34203,1973-06-15
34204,2014-01-10
34205,2011-09-12
34206,2011-09-20
34207,2015-04-04
34208,2015-09-02
34209,2014-03-09
34210,2011-11-11
34211,2010-09-01
34212,1999-05-02
34213,2013-06-11
34214,2015-08-26
34215,1983-07-07
34216,1989-01-01
34217,1985-03-09
34218,2012-05-15
34219,2014-04-05
34220,2014-12-11
34221,1989-02-13
34222,1977-10-31
34223,2008-07-07
34224,2015-04-02
34225,2015-06-19
34226,1983-07-31
34227,1983-08-31
34228,1984-08-03
34229,1987-08-26
34230,1990-08-22
34231,1995-05-05
34232,2007-05-01
34233,2004-05-20
34234,1979-01-01
34235,1981-01-22
34236,1970-02-03
34237,1981-01-01
34238,2015-11-12
34239,2015-06-16
34240,1991-04-18
34241,1959-07-21
34242,1959-08-01
34243,1962-12-21
34244,1965-06-08
34245,1975-04-23
34246,1971-09-06
34247,1979-01-01
34248,2015-10-09
34249,1969-08-29
34250,1970-11-05
34251,2014-06-19
34252,1981-06-19
34253,2011-01-27
34254,2001-04-05
34255,2005-04-02
34256,1995-11-01
34257,2015-11-05
34258,2014-11-06
34259,1991-02-04
34260,1914-02-02
34261,2014-10-17
34262,1987-07-16
34263,1962-08-27
34264,1999-03-30
34265,1978-12-20
34266,2012-07-31
34267,1998-09-17
34268,2013-10-30
34269,1916-08-12
34270,1915-11-10
34271,1996-01-01
34272,2013-11-11
34273,2005-01-01
34274,2005-02-11
34275,1954-07-15
34276,2015-06-26
34277,1949-02-25
34278,1982-06-06
34279,1984-01-01
34280,1974-09-01
34281,2003-06-21
34282,1958-05-31
34283,1979-12-25
34284,2002-08-01
34285,1976-08-12
34286,1978-06-06
34287,1980-06-30
34288,1997-12-31
34289,1966-12-01
34290,1975-06-06
34291,2009-01-01
34292,1981-01-05
34293,1987-06-23
34294,1981-01-02
34295,1947-11-28
34296,1965-10-31
34297,1962-06-01
34298,1978-11-11
34299,1982-01-01
34300,1979-06-06
34301,1978-01-01
34302,1927-04-01
34303,2010-05-20
34304,1987-06-06
34305,1966-06-06
34306,1990-01-01
34307,1982-05-07
34308,2011-02-17
34309,2015-01-16
34310,2015-01-02
34311,2015-05-21
34312,2015-02-06
34313,2014-07-11
34314,2014-08-15
34315,2014-08-01
34316,2014-07-19
34317,2013-02-01
34318,2013-07-26
34319,2013-06-07
34320,2013-12-21
34321,2010-01-15
34322,2010-04-09
34323,2010-10-08
34324,2009-01-08
34325,2009-01-01
34326,2009-11-06
34327,2008-01-01
34328,2007-05-18
34329,2006-01-01
34330,2006-04-14
34331,2006-10-30
34332,1990-01-01
34333,1988-01-01
34334,1968-11-29
34335,1969-10-04
34336,1970-12-18
34337,1971-05-01
34338,1974-10-18
34339,1977-01-01
34340,1979-04-13
34341,1979-05-22
34342,1980-02-26
34343,1980-05-23
34344,1980-08-09
34345,1981-02-28
34346,1983-08-12
34347,1983-01-10
34348,1983-01-01
34349,1983-04-23
34350,1984-10-15
34351,1985-01-01
34352,1985-04-20
34353,1986-02-21
34354,1986-12-19
34355,1986-02-23
34356,1986-12-11
34357,1987-05-25
34358,1988-11-11
34359,1988-11-01
34360,1988-05-06
34361,1989-10-16
34362,1990-05-07
34363,1990-04-13
34364,1991-08-30
34365,1991-01-01
34366,1991-11-22
34367,1992-01-01
34368,1992-05-22
34369,1992-02-07
34370,1992-07-08
34371,1993-09-09
34372,1993-07-05
34373,1993-02-05
34374,1993-05-26
34375,1993-06-22
34376,1940-08-07
34377,2015-09-11
34378,2015-02-19
34379,2007-12-14
34380,1913-01-01
34381,1969-11-26
34382,1975-12-31
34383,1978-02-18
34384,2016-02-02
34385,2015-10-30
34386,2013-09-20
34387,1994-10-20
34388,1994-07-22
34389,1994-01-01
34390,1995-04-05
34391,1995-09-29
34392,1995-07-13
34393,1996-11-08
34394,1996-08-09
34395,1996-06-09
34396,1996-11-15
34397,1996-08-23
34398,1996-03-14
34399,1996-11-08
34400,1997-12-19
34401,1997-10-30
34402,1997-01-01
34403,1997-02-07
34404,1997-07-04
34405,1997-08-22
34406,1997-12-19
34407,1998-10-06
34408,1998-11-27
34409,1998-03-27
34410,1998-12-10
34411,1994-01-01
34412,2016-04-21
34413,2015-02-17
34414,2015-11-03
34415,2012-02-24
34416,2015-09-02
34417,2012-10-20
34418,2014-07-10
34419,1984-01-01
34420,1974-06-01
34421,2008-10-05
34422,2014-03-19
34423,2000-01-26
34424,2015-11-06
34425,2015-07-11
34426,2010-08-28
34427,2015-09-10
34428,2009-02-10
34429,1986-02-27
34430,1994-06-01
34431,2010-03-10
34432,1979-11-11
34433,2005-12-19
34434,1976-04-03
34435,2013-12-20
34436,2014-10-02
34437,1996-04-07
34438,2014-06-13
34439,2015-08-21
34440,2014-11-28
34441,2000-01-05
34442,2015-07-09
34443,2013-04-05
34444,2011-10-13
34445,1983-12-15
34446,1999-08-13
34447,1999-11-05
34448,1999-04-01
34449,1999-01-01
34450,1999-02-26
34451,1999-07-23
34452,1999-05-07
34453,1999-05-27
34454,1999-09-09
34455,1999-05-07
34456,1999-10-15
34457,1999-07-31
34458,2000-01-01
34459,2000-08-11
34460,2000-12-29
34461,2000-11-09
34462,2000-01-07
34463,2000-06-30
34464,2000-05-18
34465,2000-09-08
34466,2000-07-06
34467,2000-07-23
34468,2000-02-11
34469,2000-11-10
34470,2000-03-02
34471,2000-10-13
34472,2000-05-26
34473,2000-02-11
34474,1994-06-08
34475,2014-05-01
34476,2013-11-19
34477,2014-04-27
34478,2014-10-11
34479,2000-10-03
34480,1993-11-26
34481,2012-02-10
34482,1971-05-05
34483,2015-09-28
34484,1977-06-06
34485,2015-02-06
34486,2009-03-27
34487,2015-01-01
34488,2015-03-15
34489,1959-01-01
34490,1931-04-18
34491,1977-07-06
34492,1954-03-16
34493,2014-07-18
34494,2014-10-06
34495,1930-10-04
34496,1964-04-16
34497,1963-11-29
34498,1964-06-27
34499,1914-12-07
34500,2014-07-14
34501,2014-02-08
34502,1970-01-02
34503,2012-05-01
34504,2015-07-15
34505,2013-10-04
34506,1996-10-22
34507,2014-06-19
34508,1962-10-03
34509,1932-11-18
34510,1972-09-20
34511,1992-09-07
34512,1961-07-13
34513,2014-08-14
34514,1950-02-21
34515,1963-11-22
34516,1928-07-01
34517,1977-04-18
34518,2015-11-06
34519,1986-10-28
34520,1931-09-21
34521,1995-02-21
34522,2008-09-04
34523,1989-09-09
34524,2007-04-26
34525,2015-09-18
34526,2015-10-08
34527,1978-12-01
34528,1975-01-08
34529,1969-09-05
34530,2004-05-21
34531,2011-12-16
34532,2014-04-06
34533,2012-08-13
34534,2014-07-19
34535,2014-09-25
34536,1998-01-15
34537,2004-12-02
34538,2015-05-03
34539,2015-11-04
34540,2015-11-25
34541,2011-04-18
34542,2011-11-15
34543,2005-04-28
34544,2010-12-06
34545,1965-10-28
34546,1970-10-28
34547,1964-09-08
34548,1979-01-31
34549,2009-01-01
34550,2013-05-10
34551,1988-01-01
34552,2015-07-17
34553,2015-11-06
34554,2015-09-03
34555,1967-01-01
34556,1968-06-05
34557,2010-05-01
34558,2011-09-30
34559,2010-11-25
34560,2013-11-07
34561,2008-01-01
34562,2008-02-01
34563,2001-01-05
34564,2003-10-10
34565,2014-01-17
34566,2012-09-25
34567,2012-07-20
34568,2012-09-10
34569,2014-04-04
34570,1953-05-08
34571,1990-10-14
34572,2010-11-23
34573,2013-07-12
34574,2015-11-05
34575,2014-08-01
34576,1996-05-01
34577,2015-03-13
34578,1954-01-01
34579,1964-10-08
34580,1965-03-22
34581,1969-11-18
34582,1974-06-06
34583,1966-01-01
34584,1975-12-23
34585,1987-09-11
34586,2004-01-30
34587,1988-01-01
34588,1991-01-01
34589,1993-04-09
34590,1996-01-01
34591,1941-10-31
34592,1960-07-31
34593,1961-10-12
34594,1975-10-24
34595,2001-01-01
34596,1954-02-25
34597,1954-12-20
34598,2010-02-19
34599,2010-10-08
34600,2014-09-18
34601,2015-05-18
34602,2015-04-30
34603,1963-09-01
34604,1963-11-20
34605,2013-06-06
34606,1966-01-01
34607,2007-06-17
34608,1999-01-01
34609,2015-11-13
34610,2015-11-13
34611,2015-08-11
34612,2014-09-12
34613,2015-10-09
34614,2010-09-16
34615,1996-05-08
34616,2014-09-05
34617,2014-06-08
34618,2013-10-30
34619,2015-04-10
34620,2014-09-12
34621,2004-09-17
34622,2015-10-29
34623,2014-05-22
34624,2004-01-01
34625,2011-03-10
34626,1995-02-05
34627,2015-03-20
34628,1992-04-01
34629,1978-05-25
34630,1977-10-19
34631,1978-03-16
34632,2013-02-21
34633,1973-03-05
34634,1976-01-01
34635,1979-04-24
34636,1985-06-03
34637,1995-04-07
34638,1999-01-25
34639,1960-10-21
34640,1954-04-01
34641,1955-03-03
34642,1956-10-28
34643,1957-02-21
34644,2006-01-01
34645,1980-04-30
34646,1980-12-03
34647,1981-10-28
34648,1983-12-20
34649,1983-03-23
34650,2014-06-07
34651,1976-01-09
34652,1953-02-27
34653,1972-12-26
34654,1981-09-03
34655,2004-09-09
34656,2011-11-16
34657,2015-01-09
34658,2007-01-01
34659,2013-03-29
34660,2014-11-05
34661,2010-06-01
34662,2015-05-21
34663,2004-06-16
34664,2015-11-12
34665,2015-11-11
34666,2008-11-23
34667,1950-09-27
34668,1968-04-02
34669,2015-01-24
34670,1997-08-01
34671,2004-02-01
34672,2014-06-01
34673,2015-03-06
34674,1916-12-17
34675,2011-10-07
34676,2001-11-09
34677,2002-12-27
34678,1993-12-25
34679,1993-04-14
34680,1981-04-30
34681,1996-05-15
34682,2013-09-25
34683,2013-09-11
34684,1950-05-13
34685,1951-08-18
34686,1973-06-20
34687,1959-06-26
34688,1953-08-11
34689,1949-12-01
34690,1950-04-01
34691,1952-06-20
34692,1965-08-14
34693,1990-09-11
34694,2013-10-10
34695,2014-03-09
34696,2012-06-17
34697,2014-03-14
34698,2015-07-17
34699,2007-05-23
34700,2012-12-11
34701,2013-05-05
34702,2013-02-23
34703,1983-09-05
34704,2015-05-30
34705,2014-09-15
34706,2014-11-19
34707,2015-04-15
34708,1989-10-01
34709,1989-04-26
34710,1992-02-12
34711,1991-06-19
34712,1962-12-10
34713,2012-10-10
34714,2006-06-28
34715,1987-08-01
34716,1997-01-01
34717,1975-06-03
34718,1990-11-05
34719,2015-01-11
34720,1974-01-01
34721,1976-07-13
34722,1982-12-31
34723,1968-04-14
34724,1967-06-06
34725,1961-01-01
34726,1974-11-12
34727,1962-12-03
34728,1952-11-14
34729,1985-06-06
34730,2004-02-12
34731,1993-06-06
34732,1992-06-06
34733,1981-01-31
34734,1980-06-06
34735,1980-07-14
34736,1997-04-19
34737,1954-01-09
34738,1945-10-21
34739,1994-01-01
34740,1961-12-31
34741,1991-06-06
34742,1977-08-27
34743,1962-09-07
34744,1992-06-06
34745,1982-06-09
34746,1968-06-06
34747,1962-12-09
34748,1971-06-06
34749,1982-01-01
34750,1973-01-01
34751,1987-04-19
34752,2012-11-12
34753,1980-07-28
34754,1980-12-01
34755,1983-03-12
34756,2013-04-10
34757,2014-01-01
34758,2013-02-19
34759,1978-01-01
34760,1998-10-07
34761,1989-12-06
34762,1968-12-16
34763,1918-05-01
34764,2013-02-13
34765,1996-02-15
34766,2011-12-29
34767,1987-02-17
34768,1983-06-25
34769,1998-03-23
34770,1973-01-01
34771,1967-06-06
34772,1972-10-29
34773,1941-11-11
34774,2001-02-05
34775,1986-05-18
34776,1982-01-27
34777,2007-07-04
34778,2000-06-06
34779,2008-02-14
34780,1995-12-26
34781,1998-12-14
34782,1982-05-12
34783,1997-01-01
34784,1997-02-01
34785,1976-01-01
34786,1993-02-01
34787,1966-06-19
34788,1980-01-01
34789,1979-02-01
34790,1979-01-01
34791,1993-04-01
34792,2006-03-18
34793,1987-10-18
34794,2015-10-05
34795,2008-01-01
34796,2014-04-15
34797,2007-01-01
34798,1981-06-05
34799,2009-02-27
34800,2013-10-05
34801,2005-06-18
34802,2011-06-19
34803,2014-06-04
34804,2014-04-12
34805,1984-12-07
34806,1983-03-04
34807,2012-04-27
34808,2013-09-10
34809,2005-01-01
34810,2015-07-19
34811,2014-12-25
34812,2011-12-25
34813,2010-12-25
34814,2009-07-26
34815,2008-12-25
34816,2007-12-25
34817,2007-07-06
34818,1989-10-01
34819,2004-02-14
34820,2004-10-02
34821,2009-05-03
34822,2012-10-14
34823,2010-11-24
34824,2015-10-27
34825,2013-04-19
34826,2003-06-15
34827,2015-10-22
34828,2013-10-17
34829,2015-08-28
34830,2004-09-09
34831,1962-02-10
34832,1948-03-27
34833,1944-07-26
34834,2014-04-18
34835,2015-04-24
34836,2014-05-08
34837,2005-03-04
34838,2005-12-22
34839,2007-02-16
34840,2015-10-02
34841,2015-08-21
34842,2013-03-10
34843,2013-09-23
34844,2014-11-16
34845,1963-06-06
34846,1952-12-05
34847,2001-09-25
34848,1987-01-01
34849,1980-04-12
34850,2015-05-08
34851,1977-01-01
34852,1983-03-17
34853,1981-07-25
34854,1991-09-20
34855,1994-01-01
34856,1995-01-11
34857,1996-02-12
34858,1998-09-12
34859,2000-12-01
34860,2010-08-01
34861,2010-11-16
34862,2011-08-09
34863,2013-10-04
34864,2007-12-05
34865,1925-02-15
34866,2015-01-20
34867,2005-10-01
34868,2015-11-06
34869,2010-06-08
34870,2015-11-19
34871,2014-03-01
34872,2015-02-06
34873,1957-10-07
34874,1960-03-22
34875,1961-10-29
34876,1968-01-01
34877,1950-01-04
34878,1981-05-15
34879,1969-02-28
34880,2009-05-14
34881,2002-11-22
34882,2013-08-10
34883,1923-02-15
34884,1979-12-25
34885,2011-07-22
34886,1966-11-23
34887,1978-01-19
34888,1975-02-18
34889,1938-01-22
34890,1967-01-18
34891,1998-01-01
34892,2015-01-14
34893,1937-10-30
34894,2015-11-20
